lower,type,upper,contains_true
0.5156639919152145,normal,1.7167599516444088,True
0.5092814560124168,pivot,1.6958873701224797,True
0.6091181975254614,percentile,1.7146732401098512,True
0.783856044841298,normal,1.8652976721802106,True
0.6134479234847379,pivot,1.9349278509122838,True
0.8192934908991835,percentile,1.8885944792572886,True
0.36188647564588217,normal,1.4940212577208205,True
0.06120707867968034,pivot,1.3223294429430525,True
0.37368050404029957,percentile,1.660476387514452,True
0.6046626638216299,normal,1.6919359633785245,True
0.6934458447136729,pivot,1.6396007483120534,True
0.4681554804078287,percentile,1.9465104079910818,True
0.34531263658881906,normal,2.5061030064376615,True
0.36495730454802056,pivot,2.032480174053403,True
0.5785612414124307,percentile,2.6220811332442144,True
0.5063733858114434,normal,1.361478231926475,True
0.5343231606143903,pivot,1.3315889369012819,True
0.5391194406459034,percentile,1.3888667196288877,True
0.41015630510486145,normal,1.8450972097841656,True
0.19253336658399745,pivot,1.692953141805863,True
0.6339898411293934,percentile,2.4226185177411264,True
0.823177255272071,normal,2.2478559251650454,True
1.0737235125950106,pivot,2.423016697299585,True
0.8815996960699978,percentile,1.9520940168263492,True
0.3792721442899657,normal,1.6373019197156582,True
0.27452610337833483,pivot,1.4740090684381177,True
0.6680320900391873,percentile,1.6636292218651325,True
0.4812321428467673,normal,2.0395440140373577,True
0.35072549895700256,pivot,1.702997576546595,True
0.6051870030637901,percentile,2.1700506579271224,True
0.5518893109458658,normal,1.4359463301255058,True
0.5702111851912481,pivot,1.5032715175754139,True
0.5306579856965674,percentile,1.444073447474287,True
0.5992460665208958,normal,2.2826114793382555,True
0.6648479290154929,pivot,2.237346941194525,True
0.5763531615949684,percentile,2.122591662312811,True
0.2754254161327706,normal,1.8335812187196003,True
0.15080410995151583,pivot,1.5994442156518094,True
0.5839399644040926,percentile,2.2990002179791875,True
0.2829616830485111,normal,1.446307226402396,True
0.34318836309014533,pivot,1.3499281796828146,True
0.42285854177747917,percentile,1.480876211401298,True
0.9499288508817798,normal,2.158479308562609,True
1.1884528220621573,pivot,2.2199015220706975,False
0.9359277822566102,percentile,1.9971161419570107,True
0.5931195259654115,normal,2.5162089992603502,True
0.24953269342516426,pivot,2.526089154785046,True
0.5921552701825241,percentile,2.747717005927395,True
1.2276094039613685,normal,2.438089750405503,False
1.6355428221842017,pivot,2.5295241604518193,False
1.1269655546307131,percentile,2.0490470126695914,True
0.6197017359697434,normal,1.9431115571224735,True
0.6125441654225303,pivot,1.629921225315584,True
0.3975544379295779,percentile,1.718894642339444,True
0.6467138090817278,normal,2.011211576816525,True
0.8472419930000681,pivot,1.8172026295845172,True
0.7942240569115089,percentile,1.9552544689705855,True
0.42001256580502155,normal,2.1177402365010334,True
-0.15592137431221875,pivot,2.1004798865692913,True
0.37826600119251275,percentile,2.100331955376421,True
0.07513337110294227,normal,1.8755285617157582,True
-0.39898693955378417,pivot,1.4715600760373981,True
0.3190426813045147,percentile,2.0995543907374667,True
0.15703599713659688,normal,1.5325948350818384,True
-0.050805030114872585,pivot,1.1632938537974584,True
0.44229399714557727,percentile,1.5625835858587003,True
0.26939438775281443,normal,1.1588031701387098,True
0.23963106354574326,pivot,0.9804597501170651,False
0.4582998816695253,percentile,1.2436661751392766,True
0.9633361595304617,normal,2.979002105445096,True
1.4882131645145384,pivot,3.272370645914421,False
0.6833505540725014,percentile,2.668126379942552,True
0.7409987976206747,normal,1.5434394554975763,True
0.9129103001901013,pivot,1.7492456296366554,True
0.5136600178884938,percentile,1.349416592308499,True
0.6856520909647671,normal,1.864269946514955,True
0.5981710949400423,pivot,1.9055476739330064,True
0.6357901779993369,percentile,1.8108376478983488,True
0.07321384733083647,normal,1.3299563820163023,True
